user,testType,position,trialNumber,correctAnswer,userAnswer,ansQualifier,value,reversal
Rahul ,ILD,Right,2,1,1,1,1,1
Rahul ,ILD,Right,3,1,1,1,0.5,1
Rahul ,ILD,Right,4,1,1,1,0.5,1
Rahul ,ILD,Right,5,2,1,0,0.25,2
Rahul ,ILD,Right,6,1,1,1,0.5,3
Rahul ,ILD,Right,7,2,2,1,0.5,3
Rahul ,ILD,Right,8,1,1,1,0.25,3
Rahul ,ILD,Right,9,1,1,1,0.25,3
Rahul ,ILD,Right,10,2,1,0,0.125,4
Rahul ,ILD,Right,11,1,2,0,0.25,4
Rahul ,ILD,Right,12,2,1,0,0.5,4
Rahul ,ILD,Right,13,1,1,1,1,5
Rahul ,ILD,Back Right,1,1,1,1,1,0
Rahul ,ILD,Back Right,2,2,2,1,1,0
Rahul ,ILD,Back Right,3,2,2,1,0.5,0
Rahul ,ILD,Back Right,4,2,2,1,0.5,0
Rahul ,ILD,Back Right,5,2,2,1,0.25,0
Rahul ,ILD,Back Right,6,2,1,0,0.25,1
Rahul ,ILD,Back Right,7,2,2,1,0.5,2
Rahul ,ILD,Back Right,8,2,2,1,0.5,2
Rahul ,ILD,Back Right,9,1,2,0,0.25,3
Rahul ,ILD,Back Right,10,2,2,1,0.5,4
Rahul ,ILD,Back Right,11,2,2,1,0.5,4
Rahul ,ILD,Back Right,12,1,1,1,0.25,4
Rahul ,ILD,Back Right,13,2,2,1,0.25,4
Rahul ,ILD,Back Right,14,1,2,0,0.125,5
Rahul ,ILD,Back,1,1,1,1,1,1
Rahul ,ILD,Back,2,2,1,0,1,2
Rahul ,ILD,Back,3,2,2,1,1,3
Rahul ,ILD,Back,4,1,1,1,1,3
Rahul ,ILD,Back,5,2,1,0,0.5,4
Rahul ,ILD,Back,6,1,1,1,1,5
Rahul ,ITD,Front,1,1,1,1,100,0
Rahul ,ITD,Front,2,1,1,1,100,0
Rahul ,ITD,Front,3,2,2,1,50,0
Rahul ,ITD,Front,4,1,1,1,50,0
Rahul ,ITD,Front,5,2,2,1,25,0
Rahul ,ITD,Front,6,1,1,1,25,0
Rahul ,ITD,Front,7,1,1,1,12,0
Rahul ,ITD,Front,8,1,2,0,12,1
Rahul ,ITD,Front,9,2,2,1,24,2
Rahul ,ITD,Front,10,1,1,1,24,2
Rahul ,ITD,Front,11,1,1,1,12,2
Rahul ,ITD,Front,12,1,2,0,12,3
Rahul ,ITD,Front,13,1,1,1,24,4
Rahul ,ITD,Front,14,1,1,1,24,4
Rahul ,ITD,Front,15,2,2,1,12,4
Rahul ,ITD,Front,16,1,1,1,12,4
Rahul ,ITD,Front,17,2,2,1,6,4
Rahul ,ITD,Front,18,2,2,1,6,4
Rahul ,ITD,Front,19,1,2,0,3,5
Rahul ,ILD,Front Right,1,2,2,1,100,1
Rahul ,ILD,Front Right,2,2,1,0,100,2
Rahul ,ILD,Front Right,3,2,2,1,200,3
Rahul ,ILD,Front Right,4,2,2,1,200,3
Rahul ,ILD,Front Right,5,1,2,0,100,4
Rahul ,ILD,Front Right,6,2,2,1,200,5
Rahul ,ILD,Right,1,1,2,0,100,1
Rahul ,ILD,Right,2,1,2,0,200,1
Rahul ,ILD,Right,3,1,2,0,400,1
Rahul ,ILD,Right,4,2,1,0,800,1
Rahul ,ILD,Right,5,1,2,0,1024,1
Rahul ,ILD,Right,6,2,1,0,1024,1
Rahul ,ILD,Right,7,1,2,0,1024,1
Rahul ,ILD,Right,8,1,2,0,1024,1
Rahul ,ILD,Right,9,2,2,1,1024,2
Rahul ,ILD,Right,10,2,2,1,1024,2
Rahul ,ILD,Right,11,1,2,0,512,3
Rahul ,ILD,Right,12,1,2,0,1024,3
Rahul ,ILD,Right,13,1,2,0,1024,3
Rahul ,ILD,Right,14,1,2,0,1024,3
Rahul ,ILD,Right,15,1,2,0,1024,3
Rahul ,ILD,Right,16,2,2,1,1024,4
Rahul ,ILD,Right,17,2,2,1,1024,4
Rahul ,ILD,Right,18,1,2,0,512,5
Rahul ,ILD,Back Right,1,2,2,1,100,1
Rahul ,ILD,Back Right,2,2,2,1,100,1
Rahul ,ILD,Back Right,3,1,1,1,50,1
Rahul ,ILD,Back Right,4,2,2,1,50,1
Rahul ,ILD,Back Right,5,2,2,1,25,1
Rahul ,ILD,Back Right,6,1,1,1,25,1
Rahul ,ILD,Back Right,7,2,2,1,12,1
Rahul ,ILD,Back Right,8,1,1,1,12,1
Rahul ,ILD,Back Right,9,2,2,1,6,1
Rahul ,ILD,Back Right,10,2,1,0,6,2
Rahul ,ILD,Back Right,11,2,1,0,12,2
Rahul ,ILD,Back Right,12,2,2,1,24,3
Rahul ,ILD,Back Right,13,1,1,1,24,3
Rahul ,ILD,Back Right,14,2,2,1,12,3
Rahul ,ILD,Back Right,15,2,2,1,12,3
Rahul ,ILD,Back Right,16,1,1,1,6,3
Rahul ,ILD,Back Right,17,1,2,0,6,4
Rahul ,ILD,Back Right,18,1,1,1,12,5
Rahul ,ILD,Back,1,1,1,1,100,0
Rahul ,ILD,Back,2,1,1,1,100,0
Rahul ,ILD,Back,3,2,2,1,50,0
Rahul ,ILD,Back,4,1,1,1,50,0
Rahul ,ILD,Back,5,2,2,1,25,0
Rahul ,ILD,Back,6,1,1,1,25,0
Rahul ,ILD,Back,7,2,2,1,12,0
Rahul ,ILD,Back,8,2,2,1,12,0
Rahul ,ILD,Back,9,2,2,1,6,0
Rahul ,ILD,Back,10,1,1,1,6,0
Rahul ,ILD,Back,11,1,1,1,3,0
Rahul ,ILD,Back,12,2,2,1,3,0
Rahul ,ILD,Back,13,2,2,1,1,0
Rahul ,ILD,Back,14,2,1,0,1,1
Rahul ,ILD,Back,15,1,1,1,2,2
Rahul ,ILD,Back,16,1,1,1,2,2
Rahul ,ILD,Back,17,2,2,1,1,2
Rahul ,ILD,Back,18,1,1,1,1,2
Rahul ,ILD,Back,19,1,2,0,1,3
Rahul ,ILD,Back,20,2,2,1,2,4
Rahul ,ILD,Back,21,1,2,0,2,5
