user,testType,position,trialNumber,correctAnswer,userAnswer,ansQualifier,value,reversal
WD,ILD,Front Right,2,2,2,1,100,1
WD,ILD,Front Right,3,1,2,0,50,2
WD,ILD,Front Right,4,1,2,0,100,2
WD,ILD,Front Right,5,2,2,1,200,3
WD,ILD,Front Right,6,2,2,1,200,3
WD,ILD,Front Right,7,2,2,1,100,3
WD,ILD,Front Right,8,2,2,1,100,3
WD,ILD,Front Right,9,1,2,0,50,4
WD,ILD,Front Right,10,2,2,1,100,5
WD,ILD,Right,1,1,1,1,100,0
WD,ILD,Right,2,1,1,1,100,0
WD,ILD,Right,3,1,1,1,50,0
WD,ILD,Right,4,2,1,0,50,1
WD,ILD,Right,5,1,2,0,100,1
WD,ILD,Right,6,2,1,0,200,1
WD,ILD,Right,7,1,2,0,400,1
WD,ILD,Right,8,1,2,0,800,1
WD,ILD,Right,9,2,1,0,1024,1
WD,ILD,Right,10,2,1,0,1024,1
WD,ILD,Right,11,1,1,1,1024,2
WD,ILD,Right,12,1,1,1,1024,2
WD,ILD,Right,13,1,1,1,512,2
WD,ILD,Right,14,1,1,1,512,2
WD,ILD,Right,15,1,1,1,256,2
WD,ILD,Right,16,2,2,1,256,2
WD,ILD,Right,17,2,1,0,128,3
WD,ILD,Right,18,1,1,1,256,4
WD,ILD,Right,19,2,2,1,256,4
WD,ILD,Right,20,2,2,1,128,4
WD,ILD,Right,21,2,1,0,128,5
WD,ILD,Back Right,1,2,2,1,100,1
WD,ILD,Back Right,2,2,2,1,100,1
WD,ILD,Back Right,3,1,2,0,50,2
WD,ILD,Back Right,4,2,2,1,100,3
WD,ILD,Back Right,5,1,1,1,100,3
WD,ILD,Back Right,6,2,2,1,50,3
WD,ILD,Back Right,7,2,2,1,50,3
WD,ILD,Back Right,8,2,2,1,25,3
WD,ILD,Back Right,9,2,2,1,25,3
WD,ILD,Back Right,10,1,1,1,12,3
WD,ILD,Back Right,11,2,2,1,12,3
WD,ILD,Back Right,12,2,1,0,6,4
WD,ILD,Back Right,13,1,2,0,12,4
WD,ILD,Back Right,14,1,1,1,24,5
WD,ILD,Back,1,2,2,1,100,0
WD,ILD,Back,2,1,1,1,100,0
WD,ILD,Back,3,1,1,1,50,0
WD,ILD,Back,4,2,2,1,50,0
WD,ILD,Back,5,1,2,0,25,1
WD,ILD,Back,6,2,2,1,50,2
WD,ILD,Back,7,1,1,1,50,2
WD,ILD,Back,8,2,2,1,25,2
WD,ILD,Back,9,2,2,1,25,2
WD,ILD,Back,10,2,2,1,12,2
WD,ILD,Back,11,1,1,1,12,2
WD,ILD,Back,12,1,1,1,6,2
WD,ILD,Back,13,2,2,1,6,2
WD,ILD,Back,14,2,2,1,3,2
WD,ILD,Back,15,2,2,1,3,2
WD,ILD,Back,16,1,2,0,1,3
WD,ILD,Back,17,1,1,1,2,4
WD,ILD,Back,18,2,2,1,2,4
WD,ILD,Back,19,1,2,0,1,5
